# z mu sigma
1.523070 20.349244 0.130458
1.523307 20.337192 0.130466
1.523527 20.297071 0.130474
1.523605 20.307257 0.130477
1.524930 20.248287 0.130524
1.525234 20.448446 0.130534
1.525882 20.286871 0.130557
1.526426 20.390205 0.130576
1.526874 20.403281 0.130592
1.527058 20.513505 0.130599
1.527529 20.015084 0.130615
1.527594 20.310747 0.130618
1.527834 20.298895 0.130626
1.527882 20.361862 0.130628
1.527895 20.176702 0.130628
1.528196 20.052712 0.130639
1.528385 20.050376 0.130646
1.529204 20.025142 0.130675
1.529222 20.383907 0.130675
1.529978 20.080222 0.130702
1.530067 20.285666 0.130705
1.530139 20.510886 0.130708
1.530235 20.448380 0.130711
1.530240 20.430268 0.130711
1.530254 20.411000 0.130712
1.530319 20.185808 0.130714
1.530545 20.375211 0.130722
1.530962 20.325348 0.130737
1.531990 20.040019 0.130773
1.532030 20.462433 0.130775
1.532586 20.470568 0.130794
1.532625 20.261864 0.130796
1.532635 20.266758 0.130796
1.532677 20.177745 0.130798
1.532682 20.244275 0.130798
1.532980 20.275934 0.130808
1.533036 20.448962 0.130810
1.533047 20.369424 0.130811
1.533148 20.414131 0.130814
1.533407 20.423730 0.130824
1.533504 20.334123 0.130827
1.533829 20.314836 0.130838
1.534070 20.275652 0.130847
1.534360 20.393843 0.130857
1.534472 20.208094 0.130861
1.534595 20.234600 0.130866
1.535003 20.229354 0.130880
1.535226 20.337634 0.130888
1.535444 20.296729 0.130896
1.535651 20.356031 0.130903
1.535781 20.273099 0.130908
1.535814 20.241361 0.130909
1.535844 20.147814 0.130910
1.536041 20.072898 0.130917
1.536117 20.182321 0.130920
1.536172 20.379068 0.130922
1.536395 20.476345 0.130930
1.536588 20.423209 0.130936
1.536836 20.246902 0.130945
1.537648 20.312216 0.130974
1.538622 20.685421 0.131009
1.539072 20.359992 0.131025
1.539429 20.337935 0.131037
1.539464 20.158979 0.131038
1.539771 20.462666 0.131049
1.539914 20.318282 0.131054
1.540408 20.424883 0.131072
1.540717 20.286069 0.131083
1.540832 20.467428 0.131087
1.541075 20.232471 0.131096
1.541452 20.162591 0.131109
1.541536 20.413832 0.131112
1.541652 20.317139 0.131116
1.541724 20.167337 0.131119
1.541857 20.224440 0.131124
1.541885 20.386647 0.131125
1.542502 20.122116 0.131146
1.542805 20.409831 0.131157
1.542922 20.324798 0.131161
1.543124 20.220460 0.131169
1.543322 20.146382 0.131176
1.543720 20.220549 0.131190
1.543994 20.442716 0.131200
1.544061 20.170976 0.131202
1.544152 20.417674 0.131205
1.544294 20.230297 0.131210
1.544318 20.315252 0.131211
1.544328 20.435537 0.131211
1.544610 20.496475 0.131221
1.544702 20.241305 0.131225
1.544942 20.330765 0.131233
1.545082 20.179341 0.131238
1.545391 20.274176 0.131249
1.545531 20.166781 0.131254
1.545548 20.478464 0.131255
1.546251 20.457773 0.131280
1.546684 20.029159 0.131295
1.546933 20.423959 0.131304
1.547080 20.323357 0.131309
1.547275 20.442549 0.131316
1.547626 20.186057 0.131329
1.547700 20.249272 0.131332
1.547736 20.429055 0.131333
1.547891 20.424775 0.131338
1.547908 20.424247 0.131339
1.548022 20.270721 0.131343
1.548094 20.261856 0.131346
1.548591 20.481536 0.131363
1.548680 20.366111 0.131366
1.548780 20.259746 0.131370
1.549020 20.251980 0.131379
1.549994 20.294605 0.131413
1.550168 20.395382 0.131420
1.550188 20.369832 0.131420
1.550294 20.473619 0.131424
1.550608 20.514575 0.131435
1.550805 20.274123 0.131442
1.550982 20.517702 0.131449
1.550996 20.332338 0.131449
1.551093 20.546348 0.131453
1.551153 20.323517 0.131455
1.551472 20.194556 0.131466
1.551595 20.391679 0.131470
1.551791 20.163916 0.131477
1.552074 20.467180 0.131488
1.552404 20.304295 0.131499
1.552690 20.225652 0.131510
1.552793 20.502779 0.131513
1.552797 20.365028 0.131513
1.553052 20.609161 0.131522
1.553184 20.379104 0.131527
1.553393 20.269500 0.131535
1.554049 20.477740 0.131558
1.554089 20.487287 0.131560
1.554673 20.051468 0.131580
1.554759 20.245814 0.131583
1.554846 20.310468 0.131587
1.555188 20.487007 0.131599
1.555215 20.352166 0.131600
1.555281 20.348514 0.131602
1.555316 20.180816 0.131603
1.555643 20.574611 0.131615
1.555899 20.182617 0.131624
1.556659 20.444921 0.131651
1.557038 20.451626 0.131665
1.557062 20.260232 0.131666
1.557276 20.361686 0.131673
1.557461 20.180861 0.131680
1.557606 20.380126 0.131685
1.557951 20.261683 0.131698
1.558216 20.358906 0.131707
1.558578 20.399719 0.131720
1.558771 20.225781 0.131727
1.558921 20.108560 0.131732
1.558957 20.013557 0.131734
1.559126 20.401585 0.131740
1.559349 20.154638 0.131748
1.559462 20.412234 0.131752
1.559708 20.266757 0.131760
1.559715 20.428121 0.131761
1.559966 20.313750 0.131770
1.560149 20.142737 0.131776
1.560196 20.540286 0.131778
1.560471 20.287927 0.131788
1.560568 20.404467 0.131791
1.560682 20.451695 0.131795
1.560709 20.245382 0.131796
1.560718 20.580096 0.131797
1.560798 20.265629 0.131799
1.560838 20.567272 0.131801
1.560851 20.246579 0.131801
1.561048 20.189424 0.131808
1.561143 20.072567 0.131812
1.561408 20.357960 0.131821
1.561518 20.323512 0.131825
1.561551 20.351956 0.131826
1.561603 20.373056 0.131828
1.561632 20.428564 0.131829
1.561795 20.278008 0.131835
1.561926 20.365466 0.131840
1.562443 20.388983 0.131858
1.562797 20.433307 0.131871
1.562861 20.486787 0.131873
1.563047 20.160436 0.131880
1.563060 20.206620 0.131881
1.563366 20.169006 0.131892
1.563496 20.266228 0.131896
1.563879 20.218501 0.131910
1.563989 20.341851 0.131914
1.564034 20.342813 0.131915
1.564107 20.324682 0.131918
1.564259 20.243848 0.131924
1.564278 20.402007 0.131924
1.564283 20.510242 0.131924
1.564368 20.053063 0.131927
1.564905 20.574131 0.131947
1.565019 20.450492 0.131951
1.565099 20.406916 0.131954
1.565121 20.577754 0.131954
1.565488 20.170988 0.131968
1.565592 20.333020 0.131971
1.565917 20.300191 0.131983
1.566089 20.338840 0.131989
1.566158 20.378055 0.131992
1.566169 20.238714 0.131992
1.566217 20.387684 0.131994
1.566474 20.219419 0.132003
1.566574 20.592274 0.132007
1.566927 20.382610 0.132019
1.566931 20.083525 0.132019
1.567008 20.346385 0.132022
1.567044 20.100033 0.132023
1.567051 20.485968 0.132024
1.567091 20.166537 0.132025
1.567268 20.242918 0.132032
1.567272 20.327601 0.132032
1.567329 20.377641 0.132034
1.567857 20.525249 0.132053
1.567932 20.143303 0.132055
1.567944 20.491017 0.132056
1.568069 20.120123 0.132060
1.569049 20.451932 0.132095
1.569087 20.376085 0.132097
1.569756 20.516680 0.132121
1.569804 20.457288 0.132123
1.569896 20.138145 0.132126
1.569915 20.383453 0.132127
1.569979 20.233152 0.132129
1.569983 20.596296 0.132129
1.570190 20.212246 0.132136
1.570253 20.394872 0.132139
1.570259 20.207717 0.132139
1.570337 20.493497 0.132142
1.570359 20.178547 0.132143
1.570443 20.134231 0.132146
1.570644 20.335686 0.132153
1.571129 20.237751 0.132170
1.571264 20.127189 0.132175
1.571314 20.220231 0.132177
1.571361 20.561943 0.132179
1.571641 20.189365 0.132189
1.572826 20.291187 0.132231
1.572934 20.295970 0.132235
1.573068 20.418830 0.132240
1.573116 20.350951 0.132242
1.573204 20.242951 0.132245
1.573312 20.239015 0.132249
1.573539 20.433096 0.132257
1.573635 20.364470 0.132260
1.573649 20.374521 0.132261
1.573724 20.215403 0.132264
1.573790 20.142084 0.132266
1.573978 20.341313 0.132273
1.574218 20.290057 0.132281
1.574287 20.414089 0.132284
1.574409 20.208747 0.132288
1.574725 20.638709 0.132300
1.575488 20.416910 0.132327
1.575785 20.348017 0.132338
1.575851 20.704740 0.132340
1.576065 20.472843 0.132348
1.576199 20.399269 0.132353
1.576613 20.596020 0.132368
1.576629 20.669663 0.132368
1.577318 20.499778 0.132393
1.577579 20.435623 0.132402
1.577610 20.547965 0.132403
1.577792 20.322213 0.132410
1.577879 20.451201 0.132413
1.577986 20.525072 0.132417
1.578160 20.315072 0.132423
1.578253 20.412501 0.132427
1.578367 20.480338 0.132431
1.578434 20.422792 0.132433
1.578599 20.395643 0.132439
1.579316 20.303160 0.132465
1.579573 20.614877 0.132474
1.579816 20.300433 0.132483
1.579981 20.344927 0.132489
1.580863 20.387147 0.132521
1.581125 20.537611 0.132530
1.581452 20.437919 0.132542
1.581566 20.212747 0.132546
1.581733 20.339475 0.132552
1.581837 20.380657 0.132556
1.581842 20.226625 0.132556
1.581885 20.238132 0.132558
1.581932 20.535760 0.132559
1.581977 20.476460 0.132561
1.582146 20.446155 0.132567
1.582271 20.455112 0.132572
1.582278 20.502751 0.132572
1.582437 20.587917 0.132578
1.582688 20.280501 0.132587
1.582692 20.287609 0.132587
1.582783 20.351138 0.132590
1.582989 20.434208 0.132597
1.583406 20.296953 0.132613
1.583417 20.579451 0.132613
1.583423 20.302129 0.132613
1.583719 20.458544 0.132624
1.583800 20.177441 0.132627
1.583912 20.142035 0.132631
1.583937 20.475112 0.132632
1.584673 20.528027 0.132658
1.584984 20.596172 0.132670
1.585010 20.269313 0.132670
1.585338 20.448218 0.132682
1.585583 20.222985 0.132691
1.585610 20.241068 0.132692
1.585978 20.380530 0.132705
1.586141 20.363876 0.132711
1.586263 20.281063 0.132716
1.586471 20.382924 0.132723
1.586508 20.111725 0.132725
1.586582 20.615620 0.132727
1.587348 20.455105 0.132755
1.587656 20.503645 0.132766
1.587754 20.418574 0.132770
1.587769 20.291725 0.132770
1.587932 20.347962 0.132776
1.588053 20.384784 0.132780
1.588507 20.208251 0.132797
1.588517 20.251050 0.132797
1.588581 20.553294 0.132800
1.588955 20.504898 0.132813
1.589011 20.570584 0.132815
1.589090 20.322132 0.132818
1.589736 20.177838 0.132841
1.589756 20.578790 0.132842
1.590061 20.298057 0.132853
1.590111 20.260432 0.132855
1.590739 20.526161 0.132878
1.590883 20.422983 0.132883
1.590981 20.521203 0.132886
1.591422 20.505716 0.132902
1.591452 20.489319 0.132903
1.591491 20.544221 0.132905
1.591600 20.346740 0.132909
1.591861 20.456270 0.132918
1.592073 20.442185 0.132926
1.592115 20.402964 0.132928
1.592256 20.567233 0.132933
1.592339 20.403371 0.132936
1.592420 20.269741 0.132939
1.592837 20.457792 0.132954
1.593177 20.278291 0.132966
1.593286 20.201370 0.132970
1.593649 20.382906 0.132983
1.593707 20.384062 0.132985
1.593954 20.593294 0.132994
1.594020 20.658271 0.132997
1.594314 20.459117 0.133007
1.594619 20.389197 0.133018
1.594632 20.608841 0.133019
1.594668 20.610617 0.133020
1.595141 20.420279 0.133037
1.595142 20.236382 0.133037
1.595152 20.495361 0.133038
1.595185 20.415635 0.133039
1.595189 20.394011 0.133039
1.595198 20.418800 0.133039
1.595708 20.556304 0.133058
1.596313 20.366523 0.133080
1.596363 20.432349 0.133081
1.596666 20.438538 0.133092
1.596834 20.614926 0.133099
1.596986 20.437029 0.133104
1.597096 20.388430 0.133108
1.597180 20.516543 0.133111
1.597311 20.441343 0.133116
1.597374 20.456330 0.133118
1.597432 20.282701 0.133120
1.597543 20.619464 0.133124
1.597621 20.533730 0.133127
1.597684 20.256610 0.133129
1.597821 20.518946 0.133134
1.597843 20.357992 0.133135
1.597962 20.253458 0.133140
1.597998 20.430023 0.133141
1.598081 20.471337 0.133144
1.598403 20.362040 0.133156
1.598537 20.478594 0.133160
1.598585 20.509622 0.133162
1.598782 20.147081 0.133169
1.599099 20.271700 0.133181
1.599369 20.158906 0.133191
1.599447 20.473293 0.133193
1.599471 20.420285 0.133194
1.599548 20.489899 0.133197
1.599586 20.594230 0.133198
1.599587 20.176577 0.133199
1.599598 20.827080 0.133199
1.599647 20.540398 0.133201
1.599682 20.414263 0.133202
1.599736 20.261442 0.133204
1.600027 20.591068 0.133215
1.600188 20.171926 0.133220
1.600289 20.432127 0.133224
1.600627 20.315194 0.133236
1.600711 20.413832 0.133239
1.600827 20.475071 0.133244
1.600883 20.469355 0.133246
1.601425 20.310198 0.133265
1.601600 20.670016 0.133272
1.601626 20.304316 0.133273
1.601669 20.289918 0.133274
1.601689 20.521672 0.133275
1.602053 20.683541 0.133288
1.602063 20.485981 0.133288
1.602352 20.523013 0.133299
1.602453 20.618480 0.133303
1.602629 20.221967 0.133309
1.602727 20.585904 0.133313
1.603200 20.324462 0.133330
1.603269 20.442922 0.133332
1.603314 20.298198 0.133334
1.603355 20.497420 0.133335
1.603630 20.284085 0.133345
1.603991 20.789029 0.133359
1.604099 20.528848 0.133363
1.604112 20.709162 0.133363
1.604188 20.339141 0.133366
1.604299 20.526635 0.133370
1.604418 20.362883 0.133374
1.604547 20.311226 0.133379
1.604587 20.357681 0.133380
1.604826 20.417196 0.133389
1.605162 20.386603 0.133401
1.605334 20.153544 0.133407
1.605381 20.459260 0.133409
1.605662 20.472012 0.133419
1.605736 20.596903 0.133422
1.605806 20.512814 0.133425
1.605979 20.336227 0.133431
1.606055 20.215683 0.133434
1.606734 20.371358 0.133458
1.606777 20.626521 0.133460
1.606793 20.470427 0.133461
1.607107 20.526317 0.133472
1.607474 20.438060 0.133485
1.608007 20.493464 0.133505
1.608267 20.418553 0.133514
1.608283 20.381348 0.133515
1.608779 20.408754 0.133533
1.608942 20.383424 0.133539
1.609049 20.530738 0.133543
1.609106 20.400299 0.133545
1.609552 20.427739 0.133561
1.609560 20.387056 0.133561
1.609867 20.510906 0.133573
1.609888 20.712533 0.133573
1.609939 20.253702 0.133575
1.610192 20.576180 0.133584
1.610668 20.347691 0.133602
1.611089 20.450310 0.133617
1.611148 20.631639 0.133619
1.611400 20.374489 0.133628
1.611491 20.561071 0.133632
1.611669 20.199359 0.133638
1.611898 20.409505 0.133647
1.612327 20.753735 0.133662
1.612413 20.434683 0.133665
1.612620 20.649785 0.133673
1.612702 20.507085 0.133676
1.612922 20.558618 0.133684
1.613024 20.368561 0.133688
1.613143 20.310498 0.133692
1.613407 20.433829 0.133702
1.613441 20.538499 0.133703
1.614108 20.360689 0.133727
1.614352 20.328802 0.133736
1.614439 20.580892 0.133739
1.614762 20.402958 0.133751
1.614816 20.553621 0.133753
1.614822 20.582386 0.133753
1.615026 20.588068 0.133761
1.615052 20.423148 0.133762
1.615111 20.588389 0.133764
1.615860 20.435150 0.133791
1.616070 20.631008 0.133799
1.616137 20.724308 0.133801
1.616302 20.573742 0.133807
1.616767 20.387649 0.133824
1.616793 20.494472 0.133825
1.616919 20.086788 0.133830
1.617045 20.531610 0.133835
1.617762 20.537504 0.133861
1.618030 20.471162 0.133871
1.618348 20.596620 0.133882
1.618405 20.434900 0.133884
1.618457 20.530632 0.133886
1.618475 20.286388 0.133887
1.618943 20.302146 0.133904
1.619683 20.411852 0.133931
1.619862 20.587776 0.133938
1.620135 20.448709 0.133947
1.620145 20.555323 0.133948
1.620297 20.407392 0.133953
1.620339 20.565915 0.133955
1.620453 20.392457 0.133959
1.620553 20.587634 0.133963
1.621113 20.362805 0.133983
1.621524 20.311512 0.133998
1.621759 20.539585 0.134007
1.622002 20.351930 0.134016
1.622473 20.463785 0.134033
1.622618 20.341983 0.134038
1.622748 20.342928 0.134043
1.622851 20.663731 0.134047
1.622870 20.525472 0.134048
1.622936 20.458679 0.134050
1.623243 20.484385 0.134061
1.623543 20.468606 0.134072
1.623631 20.450009 0.134075
1.623785 20.384449 0.134081
1.623837 20.458416 0.134083
1.624276 20.296819 0.134099
1.624586 20.730146 0.134110
1.624698 20.649528 0.134115
1.624832 20.588550 0.134119
1.625229 20.492948 0.134134
1.625389 20.427296 0.134140
1.625808 20.395044 0.134155
1.625998 20.686494 0.134162
1.626385 20.579644 0.134176
1.626439 20.615321 0.134178
1.626732 20.619771 0.134189
1.627213 20.518082 0.134207
1.627283 20.646465 0.134209
1.627547 20.380585 0.134219
1.627676 20.485235 0.134224
1.627771 20.790301 0.134227
1.628009 20.245229 0.134236
1.628018 20.410790 0.134236
1.628393 20.666403 0.134250
1.628835 20.596104 0.134266
1.628855 20.298746 0.134267
1.628972 20.481983 0.134271
1.629660 20.141391 0.134296
1.629843 20.402621 0.134303
1.629955 20.433228 0.134307
1.630089 20.345688 0.134312
1.630179 20.375929 0.134316
1.630231 20.499346 0.134317
1.630327 20.447775 0.134321
1.631010 20.561096 0.134346
1.631083 20.574033 0.134349
1.631134 20.365747 0.134351
1.631333 20.347168 0.134358
1.631416 20.494424 0.134361
1.631426 20.444105 0.134361
1.631526 20.490447 0.134365
1.631558 20.410444 0.134366
1.631767 20.240277 0.134374
1.631836 20.340804 0.134376
1.631926 20.338091 0.134380
1.632915 20.488981 0.134416
1.632998 20.495769 0.134419
1.633050 20.504770 0.134421
1.633284 20.502303 0.134430
1.633328 20.438165 0.134431
1.633328 20.431626 0.134431
1.633442 20.652698 0.134435
1.633607 20.439279 0.134441
1.633608 20.463531 0.134441
1.633697 20.786944 0.134445
1.634239 20.258306 0.134465
1.634816 20.272108 0.134486
1.634817 20.576954 0.134486
1.635000 20.727944 0.134493
1.635009 20.643322 0.134493
1.635033 20.435145 0.134494
1.635055 20.629731 0.134495
1.635073 20.393999 0.134495
1.635322 20.477668 0.134504
1.635411 20.545087 0.134508
1.635443 20.520526 0.134509
1.635709 20.516358 0.134519
1.636198 20.426248 0.134537
1.636330 20.492397 0.134542
1.636552 20.286769 0.134550
1.636894 20.365247 0.134562
1.636916 20.421586 0.134563
1.637211 20.550307 0.134574
1.637995 20.427775 0.134603
1.638109 20.598101 0.134607
1.638308 20.570110 0.134614
1.638424 20.589557 0.134619
1.638440 20.718420 0.134619
1.638630 20.550141 0.134626
1.638867 20.808601 0.134635
1.638941 20.711000 0.134638
1.638943 20.458969 0.134638
1.639239 20.412302 0.134649
1.639463 20.522933 0.134657
1.639589 20.262667 0.134662
1.639620 20.384309 0.134663
1.639672 20.442569 0.134665
1.639758 20.510244 0.134668
1.639921 20.531505 0.134674
1.639940 20.491552 0.134674
1.640225 20.417697 0.134685
1.640554 20.497246 0.134697
1.640574 20.411659 0.134698
1.640713 20.240270 0.134703
1.640734 20.485845 0.134704
1.641037 20.520128 0.134715
1.641079 20.220130 0.134716
1.641343 20.543247 0.134726
1.641382 20.354314 0.134728
1.641389 20.457638 0.134728
1.641840 20.539056 0.134744
1.642624 20.747329 0.134773
1.642964 20.459711 0.134786
1.643265 20.479707 0.134797
1.643330 20.530378 0.134799
1.643440 20.360118 0.134803
1.643890 20.564359 0.134820
1.644006 20.474451 0.134824
1.644091 20.706088 0.134827
1.644412 20.549697 0.134839
1.644467 20.759051 0.134841
1.644547 20.356274 0.134844
1.644611 20.666773 0.134847
1.644707 20.489853 0.134850
1.645818 20.465133 0.134891
1.645955 20.628960 0.134896
1.646351 20.288828 0.134911
1.646395 20.539680 0.134912
1.646512 20.347145 0.134917
1.646594 20.582165 0.134920
1.646717 20.459900 0.134924
1.646928 20.468107 0.134932
1.647138 20.536097 0.134940
1.647162 20.619108 0.134941
1.647665 20.740049 0.134959
1.647672 20.450148 0.134960
1.647691 20.574613 0.134960
1.647711 20.613958 0.134961
1.647799 20.576484 0.134964
1.648183 20.585538 0.134978
1.648246 20.507687 0.134981
1.648410 20.395423 0.134987
1.648448 20.484816 0.134988
1.648493 20.436535 0.134990
1.648569 20.374620 0.134993
1.648674 20.453342 0.134997
1.648900 20.366006 0.135005
1.649218 20.431311 0.135017
1.649432 20.470215 0.135025
1.649663 20.506081 0.135033
1.649844 20.462236 0.135040
1.650158 20.631241 0.135051
1.650244 20.430025 0.135055
1.650521 20.425914 0.135065
1.650623 20.475405 0.135069
1.650702 20.527995 0.135071
1.651114 20.423798 0.135087
1.651439 20.548816 0.135099
1.651543 20.585290 0.135103
1.651840 20.365601 0.135114
1.651907 20.527410 0.135116
1.652388 20.467546 0.135134
1.652505 20.606055 0.135138
1.652697 20.424865 0.135145
1.652708 20.553352 0.135146
1.652945 20.661760 0.135154
1.653039 20.624138 0.135158
1.653220 20.573261 0.135165
1.653245 20.548449 0.135165
1.653521 20.425394 0.135176
1.653530 20.591550 0.135176
1.654377 20.649076 0.135207
1.654759 20.338555 0.135222
1.654787 20.541210 0.135223
